team,player_name,map,kills,deaths,kd_ratio,acs,adr,kast,enemy_team,rounds_won,rounds_lost,date
XSET,Cryocells,bind,26,15,1.73333333333333,322,205,77,100 thieves,9,13,5/28/22
XSET,dephh,bind,17,16,1.0625,225,162,77,100 thieves,9,13,5/28/22
XSET,zekken,bind,12,17,0.705882352941177,192,127,73,100 thieves,9,13,5/28/22
XSET,ARYIN,bind,13,19,0.684210526315789,162,96,73,100 thieves,9,13,5/28/22
XSET,BcJ,bind,7,13,0.538461538461538,122,92,73,100 thieves,9,13,5/28/22
Ghost Gaming,NiSMO,haven,23,11,2.09090909090909,347,206,95,nrg,13,6,5/29/22
Ghost Gaming,aproto,haven,14,10,1.4,217,138,84,nrg,13,6,5/29/22
Ghost Gaming,koalanoob,haven,16,12,1.33333333333333,214,137,63,nrg,13,6,5/29/22
Ghost Gaming,johnqt,haven,11,12,0.916666666666667,145,93,68,nrg,13,6,5/29/22
Ghost Gaming,brawk,haven,9,10,0.9,135,80,84,nrg,13,6,5/29/22
NRG,hazed,haven,18,14,1.28571428571429,282,177,68,ghost gaming,6,13,5/29/22
NRG,eeiu,haven,15,14,1.07142857142857,215,118,84,ghost gaming,6,13,5/29/22
NRG,Ethan,haven,10,14,0.714285714285714,171,127,63,ghost gaming,6,13,5/29/22
NRG,tex,haven,7,15,0.466666666666667,116,78,58,ghost gaming,6,13,5/29/22
NRG,s0m,haven,5,16,0.3125,75,61,32,ghost gaming,6,13,5/29/22
Ghost Gaming,NiSMO,breeze,27,10,2.7,294,287,83,nrg,13,5,5/29/22
Ghost Gaming,johnqt,breeze,14,11,1.27272727272727,227,142,72,nrg,13,5,5/29/22
Ghost Gaming,brawk,breeze,11,7,1.57142857142857,154,104,67,nrg,13,5,5/29/22
Ghost Gaming,aproto,breeze,9,8,1.125,142,89,89,nrg,13,5,5/29/22
Ghost Gaming,koalanoob,breeze,9,12,0.75,134,99,56,nrg,13,5,5/29/22
NRG,hazed,breeze,12,14,0.857142857142857,196,113,67,ghost gaming,5,13,5/29/22
NRG,Ethan,breeze,11,16,0.6875,186,122,61,ghost gaming,5,13,5/29/22
NRG,tex,breeze,11,13,0.846153846153846,163,112,50,ghost gaming,5,13,5/29/22
NRG,s0m,breeze,8,14,0.571428571428571,131,99,61,ghost gaming,5,13,5/29/22
NRG,eeiu,breeze,6,13,0.461538461538462,128,89,72,ghost gaming,5,13,5/29/22
Luminosity,bdog,bind,28,19,1.47368421052632,329,197,75,sentinels,13,11,5/13/22
Luminosity,mada,bind,20,19,1.05263157894737,248,157,63,sentinels,13,11,5/13/22
Luminosity,dazzLe,bind,15,17,0.882352941176471,202,150,71,sentinels,13,11,5/13/22
Luminosity,TiGG,bind,9,16,0.5625,125,90,54,sentinels,13,11,5/13/22
Luminosity,moose,bind,10,11,0.909090909090909,108,77,71,sentinels,13,11,5/13/22
Sentinels,TenZ,bind,26,17,1.52941176470588,312,184,67,luminosity,11,13,5/13/22
Sentinels,Kanpeki,bind,16,13,1.23076923076923,193,143,79,luminosity,11,13,5/13/22
Sentinels,dapr,bind,14,16,0.875,181,125,71,luminosity,11,13,5/13/22
Sentinels,SicK,bind,15,19,0.789473684210526,167,105,50,luminosity,11,13,5/13/22
Sentinels,ShahZaM,bind,11,17,0.647058823529412,124,85,63,luminosity,11,13,5/13/22
Luminosity,bdog,breeze,31,20,1.55,285,174,80,sentinels,14,16,5/13/22
Luminosity,moose,breeze,23,19,1.21052631578947,213,136,77,sentinels,14,16,5/13/22
Luminosity,dazzLe,breeze,14,18,0.777777777777778,163,115,73,sentinels,14,16,5/13/22
Luminosity,mada,breeze,17,23,0.739130434782609,153,96,63,sentinels,14,16,5/13/22
Luminosity,TiGG,breeze,14,23,0.608695652173913,153,104,67,sentinels,14,16,5/13/22
Sentinels,TenZ,breeze,40,21,1.9047619047619,384,223,63,luminosity,16,14,5/13/22
Sentinels,Kanpeki,breeze,17,20,0.85,186,125,67,luminosity,16,14,5/13/22
Sentinels,SicK,breeze,20,18,1.11111111111111,180,117,67,luminosity,16,14,5/13/22
Sentinels,dapr,breeze,13,21,0.619047619047619,136,90,50,luminosity,16,14,5/13/22
Sentinels,ShahZaM,breeze,13,19,0.684210526315789,125,91,60,luminosity,16,14,5/13/22
Luminosity,moose,fracture,22,11,2,364,242,88,sentinels,13,4,5/13/22
Luminosity,bdog,fracture,23,10,2.3,341,212,94,sentinels,13,4,5/13/22
Luminosity,mada,fracture,12,10,1.2,189,122,76,sentinels,13,4,5/13/22
Luminosity,TiGG,fracture,9,11,0.818181818181818,162,104,76,sentinels,13,4,5/13/22
Luminosity,dazzLe,fracture,7,12,0.583333333333333,116,78,76,sentinels,13,4,5/13/22
Sentinels,Kanpeki,fracture,16,14,1.14285714285714,268,180,88,luminosity,4,13,5/13/22
Sentinels,dapr,fracture,13,13,1,231,136,59,luminosity,4,13,5/13/22
Sentinels,SicK,fracture,10,15,0.666666666666667,158,94,65,luminosity,4,13,5/13/22
Sentinels,TenZ,fracture,9,15,0.6,152,107,53,luminosity,4,13,5/13/22
Sentinels,ShahZaM,fracture,6,16,0.375,131,96,53,luminosity,4,13,5/13/22
FaZe,BABYBAY,fracture,16,21,0.761904761904762,228,169,67,luminosity,11,13,5/20/22
FaZe,supamen,fracture,16,15,1.06666666666667,204,138,83,luminosity,11,13,5/20/22
FaZe,flyuh,fracture,18,13,1.38461538461538,204,134,75,luminosity,11,13,5/20/22
FaZe,dicey,fracture,16,15,1.06666666666667,186,119,67,luminosity,11,13,5/20/22
FaZe,POISED,fracture,12,13,0.923076923076923,132,93,67,luminosity,11,13,5/20/22
Luminosity,bdog,fracture,20,15,1.33333333333333,223,135,79,faze,13,11,5/20/22
Luminosity,TiGG,fracture,17,16,1.0625,219,151,75,faze,13,11,5/20/22
Luminosity,dazzLe,fracture,15,15,1,167,113,63,faze,13,11,5/20/22
Luminosity,mada,fracture,10,19,0.526315789473684,157,125,75,faze,13,11,5/20/22
Luminosity,moose,fracture,15,31,0.483870967741935,155,99,79,faze,13,11,5/20/22
FaZe,BABYBAY,icebox,22,20,1.1,257,163,69,luminosity,12,14,5/20/22
FaZe,dicey,icebox,21,18,1.16666666666667,215,154,73,luminosity,12,14,5/20/22
FaZe,supamen,icebox,17,17,1,208,150,69,luminosity,12,14,5/20/22
FaZe,flyuh,icebox,16,19,0.842105263157895,180,122,65,luminosity,12,14,5/20/22
FaZe,POISED,icebox,14,17,0.823529411764706,171,106,65,luminosity,12,14,5/20/22
Luminosity,mada,icebox,29,18,1.61111111111111,306,200,65,faze,14,12,5/20/22
Luminosity,TiGG,icebox,17,19,0.894736842105263,197,132,69,faze,14,12,5/20/22
Luminosity,bdog,icebox,20,15,1.33333333333333,192,121,65,faze,14,12,5/20/22
Luminosity,dazzLe,icebox,12,20,0.6,159,106,73,faze,14,12,5/20/22
Luminosity,moose,icebox,13,18,0.722222222222222,154,94,73,faze,14,12,5/20/22
Evil Geniuses,C0M,ascent,23,15,1.53333333333333,273,177,71,sentinels,13,11,5/21/22
Evil Geniuses,Boostio,ascent,20,15,1.33333333333333,240,164,71,sentinels,13,11,5/21/22
Evil Geniuses,jawgemo,ascent,16,15,1.06666666666667,198,127,71,sentinels,13,11,5/21/22
Evil Geniuses,Reformed,ascent,14,17,0.823529411764706,180,118,75,sentinels,13,11,5/21/22
Evil Geniuses,Apoth,ascent,14,16,0.875,161,103,67,sentinels,13,11,5/21/22
Sentinels,dapr,ascent,18,17,1.05882352941176,222,145,67,evil geniuses,11,13,5/21/22
Sentinels,SicK,ascent,21,15,1.4,219,136,63,evil geniuses,11,13,5/21/22
Sentinels,Kanpeki,ascent,13,18,0.722222222222222,186,130,71,evil geniuses,11,13,5/21/22
Sentinels,ShahZaM,ascent,13,16,0.8125,186,149,71,evil geniuses,11,13,5/21/22
Sentinels,TenZ,ascent,13,21,0.619047619047619,159,103,67,evil geniuses,11,13,5/21/22
Evil Geniuses,jawgemo,icebox,27,15,1.8,312,195,78,sentinels,13,10,5/21/22
Evil Geniuses,Apoth,icebox,20,16,1.25,231,146,83,sentinels,13,10,5/21/22
Evil Geniuses,Boostio,icebox,19,15,1.26666666666667,231,135,74,sentinels,13,10,5/21/22
Evil Geniuses,C0M,icebox,16,11,1.45454545454545,199,144,74,sentinels,13,10,5/21/22
Evil Geniuses,Reformed,icebox,10,18,0.555555555555556,143,88,74,sentinels,13,10,5/21/22
Sentinels,TenZ,icebox,17,20,0.85,227,151,78,evil geniuses,10,13,5/21/22
Sentinels,SicK,icebox,18,17,1.05882352941176,225,147,74,evil geniuses,10,13,5/21/22
Sentinels,ShahZaM,icebox,18,16,1.125,219,152,70,evil geniuses,10,13,5/21/22
Sentinels,Kanpeki,icebox,11,21,0.523809523809524,149,88,43,evil geniuses,10,13,5/21/22
Sentinels,dapr,icebox,11,18,0.611111111111111,146,108,61,evil geniuses,10,13,5/21/22
OpTic,yay,icebox,15,15,1,262,163,59,cloud9,4,13,5/22/22
OpTic,FNS,icebox,11,15,0.733333333333333,206,135,71,cloud9,4,13,5/22/22
OpTic,Marved,icebox,11,13,0.846153846153846,183,120,82,cloud9,4,13,5/22/22
OpTic,Victor,icebox,8,15,0.533333333333333,181,112,59,cloud9,4,13,5/22/22
OpTic,crashies,icebox,9,14,0.642857142857143,143,81,65,cloud9,4,13,5/22/22
Cloud9,Xeppaa,icebox,22,9,2.44444444444444,310,180,100,optic,13,4,5/22/22
Cloud9,leaf,icebox,14,10,1.4,264,172,76,optic,13,4,5/22/22
Cloud9,curry,icebox,16,9,1.77777777777778,256,159,82,optic,13,4,5/22/22
Cloud9,vanity,icebox,11,14,0.785714285714286,197,123,71,optic,13,4,5/22/22
Cloud9,mitch,icebox,9,12,0.75,166,113,82,optic,13,4,5/22/22
OpTic,FNS,ascent,17,10,1.7,256,157,83,cloud9,13,5,5/22/22
OpTic,yay,ascent,19,10,1.9,247,160,78,cloud9,13,5,5/22/22
OpTic,Victor,ascent,16,11,1.45454545454545,246,167,78,cloud9,13,5,5/22/22
OpTic,Marved,ascent,14,10,1.4,208,136,78,cloud9,13,5,5/22/22
OpTic,crashies,ascent,9,10,0.9,148,100,83,cloud9,13,5,5/22/22
Cloud9,leaf,ascent,15,16,0.9375,246,165,61,optic,5,13,5/22/22
Cloud9,mitch,ascent,12,12,1,192,127,61,optic,5,13,5/22/22
Cloud9,curry,ascent,10,16,0.625,143,80,72,optic,5,13,5/22/22
Cloud9,Xeppaa,ascent,9,16,0.5625,139,72,56,optic,5,13,5/22/22
Cloud9,vanity,ascent,5,15,0.333333333333333,133,105,78,optic,5,13,5/22/22
OpTic,yay,haven,23,14,1.64285714285714,270,172,83,cloud9,13,10,5/22/22
OpTic,Victor,haven,18,15,1.2,247,177,78,cloud9,13,10,5/22/22
OpTic,Marved,haven,20,14,1.42857142857143,242,171,91,cloud9,13,10,5/22/22
OpTic,crashies,haven,14,14,1,172,99,78,cloud9,13,10,5/22/22
OpTic,fns,haven,9,17,0.529411764705882,105,72,74,cloud9,13,10,5/22/22
Cloud9,Xeppaa,haven,22,17,1.29411764705882,266,166,74,optic,10,13,5/22/22
Cloud9,mitch,haven,23,14,1.64285714285714,245,155,83,optic,10,13,5/22/22
Cloud9,curry,haven,10,17,0.588235294117647,141,92,70,optic,10,13,5/22/22
Cloud9,vanity,haven,10,18,0.555555555555556,130,82,61,optic,10,13,5/22/22
Cloud9,leaf,haven,9,18,0.5,127,80,61,optic,10,13,5/22/22
Luminosity,moose,icebox,22,13,1.69230769230769,276,177,85,evil geniuses,7,13,5/27/22
Luminosity,mada,icebox,17,16,1.0625,255,151,70,evil geniuses,7,13,5/27/22
Luminosity,bdog,icebox,16,18,0.888888888888889,232,144,60,evil geniuses,7,13,5/27/22
Luminosity,dazzLe,icebox,10,12,0.833333333333333,175,121,75,evil geniuses,7,13,5/27/22
Luminosity,TiGG,icebox,5,18,0.277777777777778,97,70,50,evil geniuses,7,13,5/27/22
Evil Geniuses,jawgemo,icebox,26,15,1.73333333333333,388,249,90,luminosity,13,7,5/27/22
Evil Geniuses,Apoth,icebox,15,15,1,209,152,60,luminosity,13,7,5/27/22
Evil Geniuses,Boostio,icebox,15,16,0.9375,199,126,55,luminosity,13,7,5/27/22
Evil Geniuses,C0M,icebox,15,13,1.15384615384615,196,114,80,luminosity,13,7,5/27/22
Evil Geniuses,Reformed,icebox,6,11,0.545454545454545,112,84,65,luminosity,13,7,5/27/22
Luminosity,bdog,bind,12,15,0.8,241,147,60,evil geniuses,2,13,5/27/22
Luminosity,dazzLe,bind,9,13,0.692307692307692,183,114,60,evil geniuses,2,13,5/27/22
Luminosity,TiGG,bind,6,15,0.4,151,95,80,evil geniuses,2,13,5/27/22
Luminosity,mada,bind,7,14,0.5,147,105,67,evil geniuses,2,13,5/27/22
Luminosity,moose,bind,6,14,0.428571428571429,138,88,47,evil geniuses,2,13,5/27/22
Evil Geniuses,jawgemo,bind,21,10,2.1,383,245,87,luminosity,13,2,5/27/22
Evil Geniuses,Boostio,bind,14,7,2,272,169,80,luminosity,13,2,5/27/22
